cord_uid,title,abstract,publish_time,authors,journal,source_x,pdf_json_files,pmc_json_files
CORD-000631,COVID-19 Research Paper 632: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 632. We analyzed data from multiple sources and found significant correlations.,2021-11-22 15:16:45.405405408,"Author2, A.; Researcher2, B.",Lancet,arXiv,pdf_631.json,
CORD-000632,COVID-19 Research Paper 633: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 633. We analyzed data from multiple sources and found significant correlations.,2021-11-23 17:35:08.108108112,"Author3, A.; Researcher3, B.",BMJ,PMC,pdf_632.json,
CORD-000633,COVID-19 Research Paper 634: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 634. We analyzed data from multiple sources and found significant correlations.,2021-11-24 19:53:30.810810808,"Author4, A.; Researcher4, B.",Lancet,PubMed,pdf_633.json,pmc_633.json
CORD-000634,COVID-19 Research Paper 635: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 635. We analyzed data from multiple sources and found significant correlations.,2021-11-25 22:11:53.513513512,"Author5, A.; Researcher5, B.",Lancet,PMC,pdf_634.json,
CORD-000635,COVID-19 Research Paper 636: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 636. We analyzed data from multiple sources and found significant correlations.,2021-11-27 00:30:16.216216216,"Author6, A.; Researcher1, B.",Science,PMC,pdf_635.json,
CORD-000636,COVID-19 Research Paper 637: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 637. We analyzed data from multiple sources and found significant correlations.,2021-11-28 02:48:38.918918920,"Author7, A.; Researcher2, B.",NEJM,PubMed,pdf_636.json,pmc_636.json
CORD-000637,COVID-19 Research Paper 638: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 638. We analyzed data from multiple sources and found significant correlations.,2021-11-29 05:07:01.621621624,"Author8, A.; Researcher3, B.",Nature,PubMed,pdf_637.json,
CORD-000638,COVID-19 Research Paper 639: A Study on Transmission Patterns,,2021-11-30 07:25:24.324324328,"Author9, A.; Researcher4, B.",Science,PubMed,pdf_638.json,
CORD-000639,COVID-19 Research Paper 640: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 640. We analyzed data from multiple sources and found significant correlations.,2021-12-01 09:43:47.027027024,"Author10, A.; Researcher5, B.",Science,bioRxiv,pdf_639.json,pmc_639.json
CORD-000640,COVID-19 Research Paper 641: A Study on Transmission Patterns,,2021-12-02 12:02:09.729729728,"Author1, A.; Researcher1, B.",NEJM,PubMed,pdf_640.json,
CORD-000641,COVID-19 Research Paper 642: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 642. We analyzed data from multiple sources and found significant correlations.,2021-12-03 14:20:32.432432432,"Author2, A.; Researcher2, B.",Nature,PubMed,pdf_641.json,
CORD-000642,COVID-19 Research Paper 643: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 643. We analyzed data from multiple sources and found significant correlations.,2021-12-04 16:38:55.135135136,"Author3, A.; Researcher3, B.",BMJ,PubMed,pdf_642.json,pmc_642.json
CORD-000643,COVID-19 Research Paper 644: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 644. We analyzed data from multiple sources and found significant correlations.,2021-12-05 18:57:17.837837840,"Author4, A.; Researcher4, B.",JAMA,PubMed,pdf_643.json,
CORD-000644,COVID-19 Research Paper 645: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 645. We analyzed data from multiple sources and found significant correlations.,2021-12-06 21:15:40.540540544,"Author5, A.; Researcher5, B.",JAMA,arXiv,pdf_644.json,
CORD-000645,COVID-19 Research Paper 646: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 646. We analyzed data from multiple sources and found significant correlations.,2021-12-07 23:34:03.243243240,,BMJ,bioRxiv,pdf_645.json,pmc_645.json
CORD-000646,COVID-19 Research Paper 647: A Study on Transmission Patterns,,2021-12-09 01:52:25.945945944,"Author7, A.; Researcher2, B.",Science,PMC,pdf_646.json,
CORD-000647,COVID-19 Research Paper 648: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 648. We analyzed data from multiple sources and found significant correlations.,2021-12-10 04:10:48.648648648,"Author8, A.; Researcher3, B.",Nature,PubMed,pdf_647.json,
CORD-000648,COVID-19 Research Paper 649: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 649. We analyzed data from multiple sources and found significant correlations.,2021-12-11 06:29:11.351351352,,Science,arXiv,pdf_648.json,pmc_648.json
CORD-000649,COVID-19 Research Paper 650: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 650. We analyzed data from multiple sources and found significant correlations.,2021-12-12 08:47:34.054054056,"Author10, A.; Researcher5, B.",Lancet,arXiv,pdf_649.json,
CORD-000650,COVID-19 Research Paper 651: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 651. We analyzed data from multiple sources and found significant correlations.,2021-12-13 11:05:56.756756760,"Author1, A.; Researcher1, B.",Science,arXiv,pdf_650.json,
CORD-000651,COVID-19 Research Paper 652: A Study on Transmission Patterns,,2021-12-14 13:24:19.459459456,"Author2, A.; Researcher2, B.",Science,PMC,pdf_651.json,pmc_651.json
CORD-000652,COVID-19 Research Paper 653: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 653. We analyzed data from multiple sources and found significant correlations.,2021-12-15 15:42:42.162162160,"Author3, A.; Researcher3, B.",BMJ,PubMed,pdf_652.json,
CORD-000653,COVID-19 Research Paper 654: A Study on Transmission Patterns,,2021-12-16 18:01:04.864864864,"Author4, A.; Researcher4, B.",BMJ,bioRxiv,pdf_653.json,
CORD-000654,COVID-19 Research Paper 655: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 655. We analyzed data from multiple sources and found significant correlations.,2021-12-17 20:19:27.567567568,"Author5, A.; Researcher5, B.",BMJ,bioRxiv,pdf_654.json,pmc_654.json
CORD-000655,COVID-19 Research Paper 656: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 656. We analyzed data from multiple sources and found significant correlations.,2021-12-18 22:37:50.270270272,"Author6, A.; Researcher1, B.",JAMA,arXiv,pdf_655.json,
CORD-000656,COVID-19 Research Paper 657: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 657. We analyzed data from multiple sources and found significant correlations.,2021-12-20 00:56:12.972972976,"Author7, A.; Researcher2, B.",Lancet,PMC,pdf_656.json,
CORD-000657,COVID-19 Research Paper 658: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 658. We analyzed data from multiple sources and found significant correlations.,2021-12-21 03:14:35.675675672,"Author8, A.; Researcher3, B.",BMJ,PMC,pdf_657.json,pmc_657.json
CORD-000658,COVID-19 Research Paper 659: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 659. We analyzed data from multiple sources and found significant correlations.,2021-12-22 05:32:58.378378376,"Author9, A.; Researcher4, B.",Nature,PMC,pdf_658.json,
CORD-000659,COVID-19 Research Paper 660: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 660. We analyzed data from multiple sources and found significant correlations.,2021-12-23 07:51:21.081081080,"Author10, A.; Researcher5, B.",JAMA,bioRxiv,pdf_659.json,
CORD-000660,COVID-19 Research Paper 661: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 661. We analyzed data from multiple sources and found significant correlations.,2021-12-24 10:09:43.783783784,"Author1, A.; Researcher1, B.",NEJM,arXiv,pdf_660.json,pmc_660.json
CORD-000661,COVID-19 Research Paper 662: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 662. We analyzed data from multiple sources and found significant correlations.,2021-12-25 12:28:06.486486488,"Author2, A.; Researcher2, B.",Nature,PubMed,pdf_661.json,
CORD-000662,COVID-19 Research Paper 663: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 663. We analyzed data from multiple sources and found significant correlations.,2021-12-26 14:46:29.189189192,"Author3, A.; Researcher3, B.",Nature,bioRxiv,pdf_662.json,
CORD-000663,COVID-19 Research Paper 664: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 664. We analyzed data from multiple sources and found significant correlations.,2021-12-27 17:04:51.891891896,"Author4, A.; Researcher4, B.",BMJ,arXiv,pdf_663.json,pmc_663.json
CORD-000664,COVID-19 Research Paper 665: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 665. We analyzed data from multiple sources and found significant correlations.,2021-12-28 19:23:14.594594592,"Author5, A.; Researcher5, B.",NEJM,arXiv,pdf_664.json,
CORD-000665,COVID-19 Research Paper 666: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 666. We analyzed data from multiple sources and found significant correlations.,2021-12-29 21:41:37.297297296,"Author6, A.; Researcher1, B.",NEJM,PubMed,pdf_665.json,
CORD-000666,COVID-19 Research Paper 667: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 667. We analyzed data from multiple sources and found significant correlations.,2021-12-31 00:00:00.000000000,"Author7, A.; Researcher2, B.",JAMA,PubMed,pdf_666.json,pmc_666.json
CORD-000667,COVID-19 Research Paper 668: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 668. We analyzed data from multiple sources and found significant correlations.,2022-01-01 02:18:22.702702704,"Author8, A.; Researcher3, B.",NEJM,PubMed,pdf_667.json,
CORD-000668,COVID-19 Research Paper 669: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 669. We analyzed data from multiple sources and found significant correlations.,2022-01-02 04:36:45.405405408,"Author9, A.; Researcher4, B.",Lancet,PMC,pdf_668.json,
CORD-000669,COVID-19 Research Paper 670: A Study on Transmission Patterns,,2022-01-03 06:55:08.108108112,"Author10, A.; Researcher5, B.",BMJ,PubMed,pdf_669.json,pmc_669.json
CORD-000670,COVID-19 Research Paper 671: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 671. We analyzed data from multiple sources and found significant correlations.,2022-01-04 09:13:30.810810808,,NEJM,arXiv,pdf_670.json,
CORD-000671,COVID-19 Research Paper 672: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 672. We analyzed data from multiple sources and found significant correlations.,2022-01-05 11:31:53.513513512,"Author2, A.; Researcher2, B.",JAMA,PubMed,pdf_671.json,
CORD-000672,COVID-19 Research Paper 673: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 673. We analyzed data from multiple sources and found significant correlations.,2022-01-06 13:50:16.216216216,"Author3, A.; Researcher3, B.",Lancet,arXiv,pdf_672.json,pmc_672.json
CORD-000673,COVID-19 Research Paper 674: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 674. We analyzed data from multiple sources and found significant correlations.,2022-01-07 16:08:38.918918920,"Author4, A.; Researcher4, B.",Science,bioRxiv,pdf_673.json,
CORD-000674,COVID-19 Research Paper 675: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 675. We analyzed data from multiple sources and found significant correlations.,2022-01-08 18:27:01.621621624,"Author5, A.; Researcher5, B.",Science,PMC,pdf_674.json,
CORD-000675,COVID-19 Research Paper 676: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 676. We analyzed data from multiple sources and found significant correlations.,2022-01-09 20:45:24.324324328,,Lancet,bioRxiv,pdf_675.json,pmc_675.json
